Software Name,File Size (MB),File Type,SHA-256 Hash,Sections,Digital Signature,VirusTotal Score,Network Activity,Permissions Requested,Fake?
KeygenPro_2727,10.61,application/vnd.microsoft.portable-executable,d7d88356a2803c75c59880e413b2431b655103e81f998e2cadc8c944699d8292,7,0,69,1,0,1
KeygenPro_2728,2.06,application/vnd.microsoft.portable-executable,29ca1d97a70d546d542ba9bf6f9f2593b6e8d16482523516a37b06a7ea8da3f4,2,0,69,0,1,1
MalwareHunter_2729,33.35,application/vnd.microsoft.portable-executable,45284e66a42d96a5d20c9e186427ff82219301c2c5ed9de2def1184fb1a90cdd,24,1,67,1,1,1
KeygenPro_2730,17.58,application/vnd.microsoft.portable-executable,445d741c8560e0ac9add303ef9bfab98ce5c89cce10487684b0a4804455e1c49,29,0,66,1,0,1
KeygenPro_2731,18.32,application/vnd.microsoft.portable-executable,72d2177f4cc44e939a101ea9a11c753f48142ff59cb5e0e7ab8f3389804aa53e,19,1,66,1,1,1
KeygenPro_2732,10.01,application/x-executable,3f07d9d75767797b651a868a09bb4640003a24efa7ef96b96415a887ca263883,31,0,44,0,1,1
HackerSuite_2733,16.02,application/x-executable,6211d6c88e4008ebb9195d6d1f9d66fdd0d28a029e780b9cf5c162d00cd0a3d1,33,0,55,0,1,1
KeygenPro_2734,46.19,application/vnd.microsoft.portable-executable,1f7f9ca718ea07948b5fa14bac6d74b59b9fd8bc713da02778e0b2d9816bcd79,40,1,58,1,1,1
CrackTool_2735,18.62,application/x-dosexec,c281a9e15e1a2d4be1dbb40d342e87dd8c5f09de1c738bbe68525784dbb7b819,5,0,51,1,0,1
TrojanDropper_2736,37.92,exe,8fdc57987efa1931610ad1139543a87861e2748a6f6bccebb8a7c336061527b3,17,0,64,0,1,1
TrojanDropper_2737,13.29,application/x-executable,1845013efc5ec4f792267fe9132418fb5f00db8b296d8c2e3bd7431f07020d78,10,0,61,1,1,1
TrojanDropper_2738,35.52,application/x-dosexec,e3c6e5929d7ca28f12c9bd5c1a9c94fbb26007785905d619813aa9afd89d7a2f,38,0,70,0,1,1
MalwareHunter_2739,11.13,application/x-dosexec,bb1961d46b011c71b5d7393610e2df692390608056d3f0334029c102e8676ac4,10,0,46,0,0,1
HackerSuite_2740,9.66,application/x-dosexec,2a5a0102a1f70ef6cafe6c8233115dcecdbbea459b279aa2244e6eac342c72f0,16,0,37,1,1,1
HackerSuite_2741,35.49,application/x-executable,45557c8be445626b50aac0513b7383b2689b42d58ab860a6caa1bf1f82a3be11,19,0,61,1,0,1
KeygenPro_2742,40.68,exe,d1b199da90e0c4f902f60410fa7c8d365bf5a2674cc0c276c79f9672f8726c9f,33,0,53,1,0,1
CrackTool_2743,5.08,exe,2bbd81bfe2f39a5c3b9ae486e5b5dc1cb7eab451c3e35b9b478e7d48870f8470,17,0,58,1,1,1
TrojanDropper_2744,15.11,application/x-executable,4ce2aff32d09d4bf4b752528ab2d1debb11d59275a09e8124d33913974f8b0dc,28,0,52,0,0,1
HackerSuite_2745,13.67,exe,3c67fe90ef30facea6d88b1509a6965223db0a19f737617b643666c1ed72419a,15,0,46,1,0,1
HackerSuite_2746,42.39,application/x-dosexec,f13ce32b9cea8eef875946d4f66e1c5571b21f01ec018a9231792fbe23265bcf,19,1,65,0,0,1
MalwareHunter_2747,35.09,application/vnd.microsoft.portable-executable,ce879608b4359ee8ab075d9f9ea4ff0c0e19de0a4cb8ffbeacfc21efb1fd8cd0,29,0,66,0,0,1
CrackTool_2748,30.86,application/x-executable,fb4729a9bfd8079867e07c36ad654ca705691059d33723d7581a4cd9597c2c4b,8,0,68,0,1,1
TrojanDropper_2749,27.98,application/x-dosexec,9454685e6e1919e5d031e9c1cc3f7915a8fc19b3f231badaf5377d2d0b6dab86,16,1,64,0,0,1
TrojanDropper_2750,27.83,application/x-dosexec,7603aee4ce953fb4c65e56942a72da6fdf860c581cdd2eaf48f308e442508a17,3,0,57,1,0,1
KeygenPro_2751,20.02,exe,41e7200644655b39420aed7f8ecc47cbdd973d53e90fc3f9f42dc5dc8e4acefe,7,1,45,1,0,1
MalwareHunter_2752,47.4,application/x-dosexec,bb1b40018d8fab0bef90966105fb76387b7e9068e4518ae9b8bc29057cf1a96e,35,1,64,1,1,1
MalwareHunter_2753,4.03,exe,1d093147696affa2a4db93c3604bc5ea8114ad0bc49f4a50549c430f4bce6163,19,0,36,1,0,1
HackerSuite_2754,6.97,application/x-executable,6150f74441e98a456fbe5d43cd6369a803385e948f6d34a4d008171a2f20516a,14,0,59,0,1,1
HackerSuite_2755,36.64,application/x-executable,1c4c73efd76c283f02ab304ef4d1254d1bcfac866ebff4adc1c08ac915f1c6ec,33,1,55,0,1,1
TrojanDropper_2756,48.98,application/vnd.microsoft.portable-executable,393fc7cf8b121de055106b8527e6e600dea8448c7a39574744626c4a176f530b,34,1,64,1,1,1
TrojanDropper_2757,30.91,application/x-executable,9eb5e5077bf559d1d8f19cd02a5d1cc53e04dcd91e2c9bbacf74c57144dc9ab1,14,0,42,0,1,1
KeygenPro_2758,12.57,application/vnd.microsoft.portable-executable,f4f862afafdd65e50f23db05dea2ad1ee8add27229324e453b0d48e60291f650,22,0,51,0,0,1
CrackTool_2759,19.5,application/vnd.microsoft.portable-executable,5c6b865f3e822bc90306fb51c9455ecad9d92e3158c893ed18856036f8a8e13c,14,1,41,1,1,1
CrackTool_2760,32.14,application/vnd.microsoft.portable-executable,f2271890cb442f0c721385013d2893aa61a35d4d9ae815ae7e614acede28bc9d,37,0,70,0,1,1
TrojanDropper_2761,11.6,application/x-executable,699e4c5ebe52e375840a7f61b5716e76493d6b30b660100ddeddb46b715145ec,29,0,63,0,0,1
HackerSuite_2762,38.66,exe,bada7d86e51324e143ebf6764e886b72a503915406dda858a28d8a2890213b26,6,0,54,1,0,1
TrojanDropper_2763,46.98,exe,e7cf7550660c3e9813c536673073782d9822d2978e023d22408c1ae1be73a628,16,0,70,0,0,1
KeygenPro_2764,14.97,application/x-dosexec,b9afc95a7dd4e4480779dbaa9cd566dab1bc44d26a68521fdc194aee5883fe85,19,1,58,0,0,1
MalwareHunter_2765,44.44,application/vnd.microsoft.portable-executable,698f63237b3669f2280bb46e5ee501080f3c30456bf75f6901f102e621f32fe9,6,1,52,0,1,1
KeygenPro_2766,0.59,application/x-executable,01afbfd56ebf1ef78dd3b0c02a0d3473cc1a2ff4368f2627bf54aee6ebfb2de4,10,0,68,0,0,1
MalwareHunter_2767,3.22,application/x-dosexec,d71f3174b4e7984ee199895e9c036941718bb907b0ea02215d8c1bfc76fa8542,36,0,43,0,0,1
MalwareHunter_2768,7.92,exe,a41ee5cf25eb844b2a9a28ce44c5957acd3f62f53d204f0dcbc4efee3a4c36a0,10,0,66,0,1,1
HackerSuite_2769,40.05,application/x-dosexec,a56811c3f75d2d0a5aaaa4e0f76457b13ef117bd1e3c191424f8516e8c2b3747,40,1,63,1,0,1
MalwareHunter_2770,6.94,application/x-executable,d5c78c0ceb2d91d725eb5fe3246672ec6b9265de046ad3738dc32f20ec67ef7a,6,1,43,0,1,1
HackerSuite_2771,37.44,application/x-dosexec,73e7d81d2d49ca2aab3c57314fda99a2286728987414a7eb83cabd5e0119a19b,10,1,64,1,1,1
KeygenPro_2772,47.29,application/vnd.microsoft.portable-executable,a4ad11cab1927ade19fc299861296ed6da67dc3f2ea4fec413743096a7e3781d,30,1,54,1,0,1
TrojanDropper_2773,46.31,application/vnd.microsoft.portable-executable,3294826b818aa7dc988d9a7ccfbed6404d5db567b17ff6fc46c1295db873a6a0,12,0,69,1,1,1
TrojanDropper_2774,8.52,application/vnd.microsoft.portable-executable,e1ca7f6b819d1fda8a03d44eb9f0a5876614acb442589f2c16b46877bbf49ab4,24,0,53,0,1,1
MalwareHunter_2775,19.35,application/x-dosexec,890b1ac9ab53bc5ef915112bfa21a305eec9d6a48db5485f75923ed8710e41ac,8,0,44,0,0,1
CrackTool_2776,16.01,exe,c3af725257526dd5571a3e4365e689722cf7ad278502b22f2c27987f1dc69a92,33,1,52,0,0,1
CrackTool_2777,46.43,application/vnd.microsoft.portable-executable,34232e1f76f86860968969f11b623e4a9af934e346ab2aa20b3b03eca38122f5,15,1,67,1,1,1
HackerSuite_2778,42.65,application/x-executable,520bbc24a6e32cc7c68bab98d5fdf011e038b6f13bddb5d4cb071730f5e20c25,7,0,65,0,1,1
TrojanDropper_2779,49.48,application/x-dosexec,98878b790d643f05c5bba9c18c0929fbe0773eaef55615c5cb28b61fa9e4eebf,18,0,53,1,0,1
MalwareHunter_2780,44.57,application/x-dosexec,0226fea09fa320dfc8036c98086656310164158e4802cb807e563b64163d3de2,35,0,51,1,0,1
MalwareHunter_2781,47.68,exe,f580bc81cfa9502700efadc4341fdababdb6a87e61178c07daacb343f3836079,29,1,47,0,1,1
MalwareHunter_2782,47.78,application/x-executable,fb5b0ff736aae8624da3c32ce3908d8c8bfc56b465999ddd643782a1b4676e54,26,0,47,0,0,1
KeygenPro_2783,18.41,exe,f152b988d659244b7d0743c333ee1c4ef4d262d2fdeb6332e2ecd6bcffc7e031,16,0,55,0,0,1
HackerSuite_2784,24.72,application/x-executable,11539b88e7df6e9b0c6e5213fa0d13a038ee7b7c5a5b73b26845b0ec985f904d,9,0,59,1,0,1
HackerSuite_2785,31.96,exe,9dbc5911470b23e7a52a82a57160de5479acc9602fad93b4911a0d0526e10028,10,1,68,0,0,1
TrojanDropper_2786,18.61,application/vnd.microsoft.portable-executable,c420c6a23e0cee363e406c1ea57079c67ad2fb2bcc36d5dcce1d5b27131cf0e5,34,0,60,1,1,1
HackerSuite_2787,17.3,application/x-dosexec,c6fc95e7f395421dba6393a1f79cc7134242ae394368f397b8dd475eec7067b4,24,0,53,0,0,1
HackerSuite_2788,43.37,exe,ef773d33565b23379c25ee7d1f215b5358971e7a7b9a2388febc57a1ad2ac2c8,15,1,59,0,1,1
TrojanDropper_2789,14.64,exe,00b6a267d8b963044c2ae7f49a5700c752acb1f3d01e738679134888683cf780,16,1,65,0,1,1
TrojanDropper_2790,30.86,application/x-executable,59fd1bee3d69ae4d775cca9d7ed64032613f65265a947fef5f0d555f0c2e2514,24,1,48,1,1,1
MalwareHunter_2791,32.84,application/vnd.microsoft.portable-executable,345e677817fe1125aaf316826da66e15542d1458966401ab2024b7bac5eee774,6,0,62,1,1,1
HackerSuite_2792,45.07,application/x-dosexec,a6c3b74661f6b3f60d81fdca2c39d8e7b9a9ef0a2b4d38466946b71695d7903c,23,1,50,0,0,1
HackerSuite_2793,45.76,exe,000664247a4802bcc135e90c8f4cea45b066cf8607e1bed4550313ba58959001,10,0,58,0,1,1
MalwareHunter_2794,17.46,exe,ba607fe117603481a6e929c612711c739553482e1b049181a89f8c046a14ba11,24,1,57,1,1,1
TrojanDropper_2795,23.76,exe,8ff23d3e20823c565f60a5b6ca0a6f761371750a16adc952cbc05487e7f843ac,27,0,62,1,0,1
HackerSuite_2796,8.59,application/vnd.microsoft.portable-executable,ecd168d36cae0f87eae6830461019b23184ee3f36963ab2f58fa34418a3068c8,14,0,67,0,1,1
CrackTool_2797,19.8,application/vnd.microsoft.portable-executable,832ae7333c5708bf6f408b94cdfc37acccfa46fc125614e6987fb7abebffa46e,15,1,61,1,0,1
HackerSuite_2798,30.89,exe,8cfd8d879e7ee501d0f657a3d1c51111d34427146aa41414e2ffe4d75c38400d,18,1,64,1,0,1
KeygenPro_2799,36.73,application/x-dosexec,7d0086be3de2683a8b050858928fbd78da7d72040b3a1115151cf057c36e0ceb,6,0,58,0,1,1
HackerSuite_2800,19.38,exe,fb79d181a43ed2e895caa819364c05b70a2a76d4ee707169940143184166fa10,12,0,55,0,1,1
KeygenPro_2801,38.4,application/x-executable,5ed964ecfe9cb2b9f9844d9d7b3033693dc7bccb3ba221161f0bc0f3312eb4b1,15,0,62,1,0,1
CrackTool_2802,34.8,exe,3abe5ecbce9f92f4cb877b96e84ae4f5efcbd405e04f105fc4621ce61a67f366,30,1,56,1,0,1
KeygenPro_2803,16.42,application/x-dosexec,73fbdfe1cba83987c5cadc4af04f674241c5c18e6f142c8f6835da02cee790f4,4,1,49,1,0,1
CrackTool_2804,39.04,application/vnd.microsoft.portable-executable,f670faba0c129c0f94509fa838420ed13980bbae25fe06562b98a12cd9db1c56,34,1,59,0,1,1
TrojanDropper_2805,11.54,application/vnd.microsoft.portable-executable,43eb5804d1acb905948e9ff410a46b494e343255e670a2d4d77585304242aded,25,1,54,1,1,1
HackerSuite_2806,3.33,application/x-executable,750bdc177c445c48f646556891df06ae062230bdf1ae7b9cc3997d6e487ed15b,10,0,65,0,0,1
MalwareHunter_2807,18.69,application/x-dosexec,e12e47a15178cd8e01cf92810ab6b67fa662417196519c26aa34790d2a505021,27,0,68,1,0,1
KeygenPro_2808,20.47,exe,9de041347068caff1174fce046bcc00882e53b8634f38b8080879968c51aa4fe,26,1,60,1,1,1
HackerSuite_2809,27.23,exe,f73c2b362e2755fe7efd59527ddfa79f5323cc9859d1d36986471ac34bf61201,13,1,63,0,0,1
TrojanDropper_2810,22.97,application/x-executable,a081e4930558343734de9b0b6593feb86a7762c008bf4a4887b84c35addffd8c,31,0,49,1,1,1
CrackTool_2811,27.04,application/vnd.microsoft.portable-executable,87211cdf84c20ece335a18ce78e46f42da8fcde0f76ce428e4e584b971cbf77d,15,1,64,0,1,1
CrackTool_2812,7.38,application/vnd.microsoft.portable-executable,00e0f295027462055924d1283ff10d0932086a3b18ccaa43ea6128d9c4853244,24,0,41,0,1,1
MalwareHunter_2813,20.73,application/x-dosexec,4d409d0f79daca54165e8d22c28a78dea8c1b4815914b63cfe1b9bc0aa05daf5,36,0,37,1,0,1
MalwareHunter_2814,32.98,application/x-executable,8295a0d7fa6b335ce5f62adad9e32b13a457a4079a4e2591f30101fab4b2c492,28,0,63,0,0,1
MalwareHunter_2815,35.95,application/x-executable,0e8f39b45a489df3efe124027a2314d40984ed9c4f81fd5631edf20054f454d4,14,1,69,1,0,1
CrackTool_2816,39.26,application/x-executable,def1ea94390671c40264a6adb15b3b9b1c1591372e081a1e588aeef608cf5eba,9,1,53,1,0,1
TrojanDropper_2817,11.37,exe,3eb0478b341d406c2431912e2c48e7cb43516e3c62c224051bd64f4c9f96b534,25,1,62,1,0,1
TrojanDropper_2818,7.24,exe,d8bcd7158a78dfc94a9b56cadb7c6761dbac94e910915957c7e20da7fe330ab2,14,0,64,0,0,1
MalwareHunter_2819,41.32,application/vnd.microsoft.portable-executable,3801436cef6ec0f3bd0056dccc9e1d498eb344615809131105e737b2455a60ca,10,0,42,0,1,1
TrojanDropper_2820,31.23,exe,50d9cbb6737fc6873e02137697cf09772ac0c84bc6b7927006a64794ba979838,8,1,42,1,1,1
TrojanDropper_2821,6.67,application/x-dosexec,acaa4db0b2ffca5eba9b7ec4ee607d707ed4a9172c1b7ce869f48d7e10937c0e,27,1,53,1,0,1
CrackTool_2822,40.47,application/vnd.microsoft.portable-executable,660092fd911cb16a4fa794e49b24c275d6f364b995a53fbf4d9af1fe73225522,36,1,50,0,1,1
TrojanDropper_2823,3.64,exe,b5a9e889c71d8772169f8e2073f0be2ee82f906471f210f1a8b666e1f921ced3,39,0,56,0,1,1
CrackTool_2824,8.44,exe,599382912d09760035fb7742e4e736d89e08812a964590edb4454ff9279101e0,36,0,68,0,1,1
CrackTool_2825,13.07,application/x-executable,075bab7c32da88a15ae97fbf463ce5196d5cf69978953a66041dc86165f7db24,39,1,45,0,1,1
TrojanDropper_2826,42.24,application/vnd.microsoft.portable-executable,c43ddd3535e7ebaf2d71cec3eb8bf6f5fe6599a726ae9f59e8fd40fa88ce903b,3,1,69,1,1,1
CrackTool_2827,2.43,exe,0dccb8bc9ccfe3cc91f24ce58426b59e95e29314e6e6dc0ee6e8e14accc35950,7,1,49,0,1,1
KeygenPro_2828,39.76,application/vnd.microsoft.portable-executable,52f20d75ea9c3d37e4343d06ce6179ce50fa53f7f5f2e21724b5b8035cfda47f,30,0,67,0,0,1
CrackTool_2829,27.04,application/x-dosexec,6dcd57819c58db478bcc128c154f35a6c0222939dd02c7f097324a0e5a3281f6,10,1,63,0,0,1
HackerSuite_2830,37.9,application/vnd.microsoft.portable-executable,1aae1926f549dcef0df73283b99512d6cb884efbf7255e04642f440d157a7450,12,0,66,1,1,1
TrojanDropper_2831,0.75,application/x-executable,fa50ce28c03c0e09e4844d1a9c74ed6748a5871cc690d3a2ba9ac588648ccff5,7,1,61,1,0,1
TrojanDropper_2832,19.18,application/vnd.microsoft.portable-executable,7259885cf99a79e104162128d00fc77ae3c8c784adc85756a622c7a90d8db7b9,40,1,54,1,1,1
CrackTool_2833,38.69,exe,7610afef1f343160e173a321463483e092cc565c03742dc8a78c9a14b24bd79b,40,0,66,0,0,1
HackerSuite_2834,10.66,exe,fa11621710d75b77ef5681f2cd62581466afd94abbf49d33b5680074e74c7bba,16,1,55,1,1,1
MalwareHunter_2835,12.62,application/x-executable,7f840790a20212c2ef2ce54830fb7f2d4df51c55c6c011bd13c14a1d045c9dfc,2,0,45,1,1,1
CrackTool_2836,4.18,application/vnd.microsoft.portable-executable,b3ba35e50c4dbc0f2f8872a2e17fd6d14fac86b615ef6e077517110f302c5548,38,0,52,1,1,1
KeygenPro_2837,2.92,exe,bacf334d5d00e7770ceddf4e0aafa782ed97a21370e50a6dc2d9e78285cc6c61,18,1,55,0,1,1
TrojanDropper_2838,37.71,exe,6f556e708570c2933c919df4ca8397bc889bb23d75b1898a63aeed0466b9329c,28,0,62,1,0,1
HackerSuite_2839,38.32,application/x-dosexec,25b68aea19c22ffb27903035c7dcac4069387eedd05fab79f3954d9a12aa6e3a,8,1,61,1,1,1
KeygenPro_2840,38.42,application/x-dosexec,b8e8c281c3fa08c0eb5604d0e94b3c2648e0a76a17dcefe36a69b4d1dd6cd730,14,1,62,0,1,1
TrojanDropper_2841,46.86,application/x-executable,a1a897f8c732c6517a77af946d6cdb9437a4c51ace9ee480e4f01aa4bf13e7ff,19,1,69,1,0,1
KeygenPro_2842,15.58,application/vnd.microsoft.portable-executable,1df51b98cfe4c3f45c4517b754cee2076a8f454e755516636f81ef74860538fc,15,0,46,0,0,1
MalwareHunter_2843,27.81,application/x-dosexec,29e60bf9f5a975cf7e231a521207d9fcd34f45622eef54e2734d05a9bfb01bcd,38,0,48,1,1,1
MalwareHunter_2844,5.55,application/vnd.microsoft.portable-executable,608e121cdfaf5b67996dc218e42a1d4a4010764338688811484a18ea5aa1efa6,35,0,47,1,0,1
TrojanDropper_2845,26.24,application/x-dosexec,ebc969a54d7fdd673f174694394e50fd7672bf94b32cae86791135fb75c4a7b7,17,0,51,0,0,1
HackerSuite_2846,43.02,application/x-dosexec,325e31cf75ce4ab8e5b824fa4781c07a1828f6a9bb50ce0dd59dcdfd1b08438d,31,1,64,1,1,1
HackerSuite_2847,21.94,application/vnd.microsoft.portable-executable,bcb9e5adc08b790323361505a04339fd9d74f8092058308917950c11d4c1d494,28,0,49,1,1,1
HackerSuite_2848,14.63,application/x-dosexec,a977960a09efe034b119a8d7679665b758f20f1a2bc902020822ca606fd0dae8,10,0,60,0,1,1
CrackTool_2849,0.64,application/vnd.microsoft.portable-executable,54e5ba2466e30284884179e7cdf4d782a883ed2b6c466b0718e195f72bf592ba,40,1,63,0,0,1
TrojanDropper_2850,5.29,application/x-executable,71e3a395389c64c95926c4b7191994bdf92f78f5f44e3ee428eda5914fc32253,24,1,39,1,0,1
CrackTool_2851,40.15,application/vnd.microsoft.portable-executable,e0cc006c50cd1fa73ecd3aec1ac12400f1e30dc71bc23ed0480ee647a63fa471,36,1,50,1,0,1
MalwareHunter_2852,47.37,application/vnd.microsoft.portable-executable,ccda8fffef47390a0a1ac9aa4b44e99f37aa4b1f737b86a97882a449c297a3fa,13,1,47,1,1,1
KeygenPro_2853,26.67,application/x-dosexec,ad2033f623ff2d3d119fb28da1920e26f5ac81cd383b87c015374cc4d1e20c77,31,1,52,1,0,1
HackerSuite_2854,1.75,application/x-dosexec,43dceb2734c29816b4f2171bbd2b219b8ed0804c021c84666a666fac17f5efc2,25,0,52,0,0,1
KeygenPro_2855,8.14,application/vnd.microsoft.portable-executable,58279205c17fcca6717e9e13a9c366bfc6edb03630feb62c9e7f16925c505817,33,1,55,1,1,1
KeygenPro_2856,40.29,application/x-dosexec,6a8d3e6754fe84b3e4b8aff23b20aeffbc4d4db91b5955079f21db2907dee512,5,1,54,0,1,1
KeygenPro_2857,14.64,application/vnd.microsoft.portable-executable,5711d47e0a5349428d44e54231aa7c8547cfb7ef6e290104f66baceaf642fd40,18,1,69,0,1,1
HackerSuite_2858,7.51,exe,88b0668aabb37cafe481887cb5122266f8b8b47b006f3059915be3c032082249,4,1,65,1,0,1
TrojanDropper_2859,15.3,application/x-dosexec,12fb162780e92cd35c8aa538ee8131d6d81739cb4a18b646b7c965cfd7695484,20,1,49,1,1,1
HackerSuite_2860,46.22,application/x-dosexec,9f5003f5b9ead7b2d1c969254f2f862b81badbb71e9a3df9ad4a57532514f2d2,18,0,48,1,0,1
HackerSuite_2861,39.97,application/vnd.microsoft.portable-executable,26f56d455d3bb1a3d19dca375b968a6b71c1c2e94458d0d32187ab878298789a,10,0,53,1,0,1
CrackTool_2862,21.1,application/vnd.microsoft.portable-executable,94a0366248dc0de49ea18b56d4168366e0e38affd4afa79582e778fd1016bd70,11,0,53,1,0,1
MalwareHunter_2863,40.5,application/x-dosexec,5205af6ec656616e4a578dec042f7c49de0441c439c3c35c79bf2b173e615498,3,0,47,0,1,1
HackerSuite_2864,23.91,application/x-dosexec,0ce76023fa848ce7dc90cb0a8592682d0e00f7836ec21f442a06f78ed062e04c,6,1,46,0,0,1
MalwareHunter_2865,24.57,exe,fadf04013caf96dbe09d96fc1a32266456521206d9c3eee97490690cc169429f,12,1,56,1,1,1
HackerSuite_2866,34.67,exe,e5a626975991a33d4f2d84af1f8f2a80d5d91ed660f8cb9f5716a0e4db4dd281,4,1,55,0,0,1
MalwareHunter_2867,3.3,exe,98b3c4e4dceea74ca047dccd5765d1428ce9278d5de4c45bdfca52eb63afe3a9,36,1,62,1,1,1
CrackTool_2868,10.98,application/x-dosexec,de6dc52ff56b3b2c7106719a380180eb464a01aadc1b4d024ced0e89dde5671d,8,0,44,1,1,1
KeygenPro_2869,17.01,application/x-executable,db4ff2d2c2f10ff6fb7b031ae2329e9eaae563518c5d9565bbb988cc26ca34f9,29,0,67,1,0,1
TrojanDropper_2870,30.07,application/x-executable,770f3917cbea33cf0c1bbaddb088efd3eff64acd52f00692fd703a8aba3704a7,28,1,63,0,0,1
HackerSuite_2871,7.18,application/x-dosexec,e768c2219f9005c864d745aeeb470d15527e7dc235d8f87f00f11d30dc78cdbe,15,0,68,0,1,1
HackerSuite_2872,24.09,exe,3d81ae6d8f6725f011ea1602b4babb98e40d39f51f9bf669d8db24d1aa7d98a7,6,0,66,0,0,1
MalwareHunter_2873,26.46,application/vnd.microsoft.portable-executable,187ef47e9bfcecaecbb34d1e6a33137f24520ae316948ce1c15412e021152fa6,5,1,59,0,0,1
KeygenPro_2874,7.47,exe,4019b4eef0e6e5eeff84f5ed98628d0514baeb4e8a385c30d1657c3ad750adb3,38,1,58,0,1,1
TrojanDropper_2875,0.47,exe,cc20b0f4b943352dfa2a6766240f134f5df158f1f332ce3a21bff09e42e2ec4a,7,1,64,1,0,1
TrojanDropper_2876,27.96,application/vnd.microsoft.portable-executable,6792e429088bebeaa674fcf95c9aaf3bb363f8b1687a59ca1ca9ae9f0af8d7a8,9,1,55,1,0,1
MalwareHunter_2877,6.48,application/vnd.microsoft.portable-executable,00774c3764e4141310c433924236c40210616a352d9261541772f84c4e70b78e,34,1,68,0,0,1
TrojanDropper_2878,27.99,application/x-dosexec,7433ab0c2471416ca580e474bca8ba9a6f6c29294a16f1da88d83e83fa0523d1,23,0,53,0,1,1
KeygenPro_2879,24.68,application/x-executable,5d0de5707c54b7920d9f22d023a83c7c68f1d95f74bbbe29ba8dc433fb62336b,18,0,49,1,0,1
MalwareHunter_2880,48.18,application/x-executable,5cd237829d156d3535e538be82db4b98ab4cbdd1ab17867911459b27520d88a0,39,0,43,0,1,1
TrojanDropper_2881,30.86,exe,17e463c497cc287cc6957f9f7318d567b45d59a51bbff3478e0d3fdf166821d5,32,0,44,1,1,1
MalwareHunter_2882,11.51,application/vnd.microsoft.portable-executable,6d1e1275cfcbf6abfac2628e824f3e84eade2a3d5a0715f482ee1edc6e9a50d4,8,0,61,0,1,1
CrackTool_2883,42.29,application/vnd.microsoft.portable-executable,54f2cd929cb81edfb04712f39d53f34d8a0ef724007ddd68bddf463f5c6deb49,40,0,65,1,1,1
KeygenPro_2884,47.22,application/vnd.microsoft.portable-executable,8674d9c6ce0339a45f6ab0037ed5696388d89442d594eb5248b4814c7471f312,28,0,66,1,0,1
MalwareHunter_2885,46.51,application/x-executable,28cc878d295cc0c7840ef83870afac2222223f452349bbb665b16bf70b91c43d,1,1,51,1,1,1
MalwareHunter_2886,10.85,exe,e8ede64b9ee7e6210a6252cb903e0e5d69bdeb444b69a8d4e0f58315e0b0202c,26,0,50,1,1,1
HackerSuite_2887,16.79,application/x-dosexec,73fc961652466511ff66aebf918e8a57a2836cc7bd1d081e637e7a42305c1a27,32,0,52,0,0,1
CrackTool_2888,22.67,application/x-dosexec,8ef792d91ec1f7944a5e0fd153977c366f77f31386c5ef9a62e96f49104223aa,23,0,41,0,0,1
MalwareHunter_2889,49.92,application/vnd.microsoft.portable-executable,db63a2c3de306c11c798a3ff8033c28777665abb5844e15142a273a7fe31c3b0,4,1,66,0,1,1
KeygenPro_2890,1.77,application/x-executable,66cec0496c13ec9dbe6b9663141cf79c09cef239980871682099cb957581adba,30,0,48,0,0,1
HackerSuite_2891,9.88,application/vnd.microsoft.portable-executable,dcc4961da34d3517e484add712229bb4aeddf4057c4a2bbc34f381a6f63c8fe9,18,1,57,1,1,1
HackerSuite_2892,20.15,exe,dd865767f761eb6c81d2c8173fb70444828d0f8654b13ac79a115c3f22e6bee6,31,1,64,0,1,1
TrojanDropper_2893,11.81,exe,ad629e85a5ef6da7fae96bbb0748647541df086d51d0ecabba7fbc7f4fd9bd9d,21,0,58,1,1,1
HackerSuite_2894,27.61,application/vnd.microsoft.portable-executable,c6b2b867bcf34e814183f3ce33d374066ed2a686950e2c5e88b795cea286040e,37,1,51,1,0,1
HackerSuite_2895,36.38,application/vnd.microsoft.portable-executable,a1f90e6bb82fdd18c62c9aa02d7b44e82f81cefce3ca6209e0b1cef8cf5ca073,14,1,70,1,1,1
MalwareHunter_2896,36.78,application/vnd.microsoft.portable-executable,db728c375e0141104eaba1b8b1275860fbceafe0cc308db3dc7791e0c0bbfe1c,30,0,63,0,1,1
TrojanDropper_2897,45.39,exe,4cc316675113d89be883390cbee62e798625385e2558bbe5c87060147f1fb69c,21,0,63,1,1,1
KeygenPro_2898,11.77,application/x-executable,87b8248c6bf468ea5c4c546cf08884f18d9cf34040054cdbde150dc64a378efb,36,0,70,1,1,1
CrackTool_2899,12.42,application/vnd.microsoft.portable-executable,22bc118a762a7e95b5210ac591d0b416bba121158c8d9463efbd544d409475fb,22,1,46,0,0,1
MalwareHunter_2900,17.37,application/x-executable,f142c014ac09b02ffdfffd86f6c98ac84b0c3793ab46267fec7980fa050e0165,12,1,43,1,1,1
TrojanDropper_2901,2.31,application/x-executable,3251223c36bc2c73210e6cc2a6bd6c6274d310fec43144a5c2209a5939af4f51,31,0,49,1,1,1
